traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
路	因为路不熟,她乘公交车到达五一广场后,不知怎么搭车了,便步行几公里路,赶到学校。	2	他本来是在儿子家串门的,听说镇上来了农技专家,一大早就动身,赶了8公里路来到镇上。	35	1	1	[2.9576951998677714e-10, 1.0]
研究	他强调,应该在统一战线的内部,提倡发表各种不同的意见,彼此讨论、研究、切磋,以求得更好的认识,求得更符合于真理,不断推动我们的事业前进。	32	在已经取得竞争优势的行业,应进行研究与开发、市场开拓等多方面投资,即使本行业暂时不景气,也应进行一些基础性投资。	16	0	1	[2.1300727848228007e-09, 1.0]
突出	中国银行为全面提高员工的能力和素质,积极开展读书活动,在读书内容上突出政治性,强调业务性,兼顾知识性、历史性、趣味性,进一步提高了员工的政治业务素质。	33	必须从社会和经济的长远发展需要出发,统观全局,突出重点,实行‘有所为有所不为’的方针”。	23	1	1	[1.1493148721246158e-26, 1.0]
包	麦收前的田间调查很辛苦,包文翊总是第一个进试验地,最后一个离开。	12	前三合村早先与海河湾村一样是双港镇有名的贫困村,1993年,港田公司决定抽出4台机床和6名技术员,无偿为该村建一个机械厂,包料包销,并让在港田公司打工的前三合村青年刘德仲,回村当起了机械厂的厂长,这位自嘲“捡来一个厂长”的年轻人动情地说:“前三合村能有今天,全靠港田的无私帮助,今后我们也会像他们一样帮助别人。	61	0	1	[9.017687989398837e-05, 0.9999097585678101]
地方	在平时的工作生活中,与同志、同事相处,不可能没有磕磕碰碰;远在他乡谋职求业,一年到头照顾不了家,也许会对父母、妻子有欠情、欠礼的地方。	64	按伊斯兰的习惯,只有麦加的清真寺才能配六块尖碑,其它地方的清真寺不得超过五块。	26	0	1	[0.00476334011182189, 0.9952366352081299]
少	”“少废话,那要等做完CT、X光后才知道。	2	该所在设置多处警长公开栏的3个月内,接到报警电话60余次,出警率100%,辖区刑事案件比上年同期降低90%,治安案件降低60%,收到了“发案少,秩序好,群众满意”的社会效果。	70	0	1	[5.734768129123102e-12, 1.0]
钱	江泽民、李鹏、乔石、朱镕基、李瑞环、刘华清、胡锦涛、尉健行、李岚清、荣毅仁、丁关根、田纪云、李长春、李铁映、吴邦国、吴官正、迟浩田、张万年、罗干、姜春云、贾庆林、钱其琛、黄菊、温家宝、谢非、曾庆红、吴仪、邹家华,、杨尚昆、万里、宋平、薄一波、宋任穷、张震、费孝通、孙起孟、卢嘉锡、布赫、宋健、李贵鲜、陈俊生、任建新、叶选平、吴学谦、杨汝岱、王兆国、阿沛·阿旺晋美、赛福鼎·艾则孜、洪学智、杨静仁、邓兆祥、赵朴初、巴金、钱伟长、钱正英、苏步青、丁光训、,董寅初、孙孚凌、安子介、马万祺及王平、江华、李德生、肖克、段君毅、耿飚、姬鹏飞、黄华、黄火青、习仲勋、彭冲、王芳、谷牧、马文瑞、王恩茂、杨成武、吕正操、汪锋、郑天翔、刘复之等,在刘澜涛同志生病住院期间以不同方式对他表示了亲切慰问,在他逝世后表示了深切的哀悼,并慰问了他的子女亲属。	81	新华社北京一月七日电应摩洛哥王国首相兼外交与合作大臣阿卜杜勒拉蒂夫·菲拉利、阿尔及利亚民主人民共和国外交部长艾哈迈德·阿塔夫、马耳他共和国副总理兼外交和环境部长乔治·韦拉、意大利共和国外交部长兰贝托·迪尼圣马力诺共和国外交部长加布里埃莱·加蒂的邀请,国务院副总理兼外交部长钱其琛今天离开北京,前往上述五国进行正式友好访问。	136	1	0	[0.8953807950019836, 0.10461916029453278]
老	1995年10月16日,当山东省济南市公安局副局长兼交警支队支队长李长水,庄重地从公安部长手中接过江泽民总书记为济南交警亲笔题写的“严格执法,热情服务”的题词时,这位在公安战线上摸爬滚打了30多年的老党员,感到自己身上的担子更重了。	99	因此,我们不能用过去搞计划经济的老观念、老办法来对待这些新矛盾、新问题。	16	0	0	[0.9964137673377991, 0.0035862766671925783]
老	一个老“武装”问刘福印:干了快10年武装部长都得了些啥。	2	胡锦涛说,中老两国是友好邻邦,两国人民有着长期友好交往的历史。	6	0	0	[0.9992915391921997, 0.0007083888631314039]
冲击	大变革时期各种社会思潮的冲击,使他们的就业观既有着现代的一面,又有着传统的一面。	12	从1997年初开始,几乎失去一生积蓄的投资者,由最初的示威游行发展到冲击政府机关和执政党办公大楼,抢劫商场,烧毁银行,其间发生多起流血事件。	34	1	0	[1.0, 5.870118216060692e-22]
运动	日本在五六十年代就曾开展了消除坏书运动。	17	健力宝开创了我国运动饮料从无到有、并与国际名牌一争高低的局面,健力宝人创造了一个奇迹。	8	0	0	[1.0, 2.3000595206212893e-08]
日子	经常在大通银行门外吸烟的斯蒂文无奈地表示,能在街边吸烟的日子不知还能维持多久。	28	好像未来的每个日子,白天必得波光诡谲风云迭起,夜晚灯下一一秉笔直书,才能无愧地将如此雅致的空白填满。	7	0	0	[1.0, 3.101137598082807e-19]
研究	外经贸部党组召开专门会议研究提高公文质量,印发了《外经贸部公文办理流程图》,针对急件急办中存在的薄弱环节,从明确概念、划定界限、落实职责、完善做法等方面着手改进,去年上报的210个特急件受到了国务院有关部门的充分肯定。	12	所以经党支部和村委会研究,决定从4月1日起,下村干部一律由村民派饭。	10	1	0	[1.0, 4.062796533266146e-21]
日子	父亲的品德,父亲的风范,言传身教,令我受用终身……我珍惜和父亲在一起生活的日子,我深深地爱着我的父亲。	37	大约是从1997年开始,不仅北京、张家口的居民不再受限电之苦,全国绝大多数地方的居民,也都有这样的感觉:点蜡的日子越来越少了。	55	1	0	[1.0, 4.471753335642656e-21]
把握	往日的轻车不能乘了,熟路不能走了,得另学一门新手艺,另闯一条新路,没把握,不自信是可以理解的。	34	设计师武学伟在加盟天津应大公司之后,其设计作品更添几分豪爽和大气,从两年前“兄弟杯”金奖《剪纸儿》中所表现出来的技巧和轻灵中,逐渐显示其对面料、色彩、款式的把握的淋漓尽致,具流畅自如的风范。	78	0	1	[0.004661070182919502, 0.9953389167785645]
分子	他们说,只要掌握了任意打开和关闭这种基因的分子开关,人们就能够延长农作物的生长期从而增加产量。	21	因为目前采用的DNA计算模型基本上是采用以空间换时间的思路,充分利用分子数量多(一升DNA溶液包含10〈17次方〉个DNA分子)这一特点,以极大规模的并行来加速组合计算。	34	1	1	[1.2842768910559244e-06, 0.9999986886978149]
日子	』她接下去说:『这年头,教师的日子最清苦,我哥哥也是教师。	15	家在长春的农业经济系二年级本科生艾宁,父母希望她在家里多住些日子。	30	0	1	[2.5990541931718562e-21, 1.0]
包	该市有86个党政机关、企事业单位对全市11个极贫乡、75个极贫村进行定点扶贫,紧紧围绕开发式扶贫这个中心,用项目带动贫困区的发展;同时,市扶贫开发领导小组与各区县(市)签订扶贫开发责任状,乡村采取干部包、党员扶、富户带等方法层层落实责任制,把扶贫目标落实到户。	100	前三合村早先与海河湾村一样是双港镇有名的贫困村,1993年,港田公司决定抽出4台机床和6名技术员,无偿为该村建一个机械厂,包料包销,并让在港田公司打工的前三合村青年刘德仲,回村当起了机械厂的厂长,这位自嘲“捡来一个厂长”的年轻人动情地说:“前三合村能有今天,全靠港田的无私帮助,今后我们也会像他们一样帮助别人。	61	1	1	[9.626396908662263e-34, 1.0]
起来	做起来就不退缩--新春走访下岗职工(二)(附图片1张)	1	他每年到最穷的村蹲点,刚刚把波流固村扶得富起来,今年又到第四营村帮贫。	21	0	1	[7.204796008816179e-37, 1.0]
包	老太太惟恐她学习分神,说:“你只管踏踏实实考试、用功,献爱心的事包在姥姥身上。	32	十四年来共投资六十多万元健全完善了一个藏书一万二千多册的阅览室和基层文化站,还为外出执行任务的战士配备“流动读书包”,使这些战士与书结下了不解之缘,他们亲切地把书叫做千里运输线上“无声的指导员”。	56	0	1	[2.2012085509190147e-20, 1.0]
活动	在张学良被扣后,1月12日至15日周恩来和洛甫多次给上海的潘汉年去电,让速向川桂活动,策动刘湘等发表通电主张和平解决,向宋子文活动,让他继续担负调解责任,同时要杜重远向熊式辉探听何应钦等亲日派目前行动方针。	40	谁知,由于我年纪大、耳朵不好,只顾活动,没有听到开车的铃声,等列车开动了才发觉误了车。	17	1	0	[1.0, 4.3502297575846727e-14]
穿	有一阵儿,姐俩冬天才有一身略整齐的棉衣裤,只好倒着穿。	25	从火地岛通往南极地带的旅游活动项目更多:有长至20多天为一周期的陆地扎营旅游;有三五天为周期的穿两洋过海峡旅游;也有一天或半天内在就近水道海湾的即兴游览等。	47	0	0	[1.0, 6.022829135548402e-26]
起来	北京武术队经历了预赛成绩不理想的挫折,也尝到了摔倒后爬起来奋起直追、直至到达顶峰的欣喜。	27	归纳起来问题有两个:一是配电变压器“大马拉小车”。	2	0	1	[0.014027202501893044, 0.9859727621078491]
研究	总理指示将中央关于不准请客送礼的通知寄给你们一份,请仔细研究,并望严格执行。	28	新华社天津12月30日电(记者张淑英)一生中爱虎、画虎、研究虎整整60年的著名画家慕凌飞,因病医治无效,于12月19日在天津溘然长逝,享年85岁。	28	0	0	[1.0, 1.1548311545244672e-17]
活动	此后台湾一些政要就到处活动,想利用这个时机捞取一些实惠,并且达到他们的政治目的。	11	此间分析家说,伊朗驻联合国代表通常只能在纽约市内活动,这次被允许到纽约以外的地方是十分罕见的事。	24	1	0	[1.0, 5.386396884077271e-10]
走	从那以后,每当我走上售票台,就会想起这位热心肠的老人。	8	走出法院深入调查研究。	0	0	0	[0.9876649975776672, 0.012334978207945824]
穿	罪犯在监狱服刑期间的吃、穿、住、用等物质条件由政府予以保障。	12	眼看上海队又要客场输球,幸亏外援莫拉及时的一脚巧射,洞穿前卫门将符宾的十指关,使两队以1∶1握手言和。	27	0	1	[7.136439645412746e-22, 1.0]
运动	因此,象棋在我国被称之为群众基础最广泛的“第一普及智力运动”。	27	他认为,世界排名并不能说明一切,中国选手的排名较靠前,只能说明他们的训练收到了预期的效果,运动水平、技术有了提高。	45	1	1	[3.3522921309529774e-15, 1.0]
包	老太太惟恐她学习分神,说:“你只管踏踏实实考试、用功,献爱心的事包在姥姥身上。	32	世界上没有包医百病的药方,也没有能够回答、解决现实生活中全部问题的理论。	5	1	0	[0.9999743700027466, 2.558221785875503e-05]
起来	他指出,在抓好当前建设的同时,要从社会发展战略的高度出发,认真地思考、研究如何尽快跟上世界高技术产业,尤其是信息产业发展的步伐,而且要切实着手做起来,积极为进入信息社会做准备,打基础。	72	“向我看齐”这四个字,说起来容易,做起来很难。	12	1	1	[0.0017048644367605448, 0.9982951283454895]
突出	这次通报表彰的干部和班长,是广大优秀基层带兵人的突出代表。	24	基金理事会将每年的增值部分用于奖励军内外在肝胆外科事业中有突出贡献的医疗和科研人员,并对探索肝癌的发病机理、肝癌的基因治疗和免疫治疗等世界前沿性重大课题实施重点扶持。	29	1	0	[1.0, 6.868829985488313e-16]
分子	我国著名科学家钱学森最近指出,生命学是科学理论中最深层次问题之一,科学家直到现在知道的生物,都是基于碳氢氧氮大分子,并生活在水的环境中的,现在已在星际空间中发现氨基酸的存在,那这就是这种生命的发源了。	55	中国工程院外籍院士、英国的迈克·盖尔教授先后为我国培养了近20名高水平的研究人员,他们回国后在发展作物基因组及分子标记研究方面起到了骨干作用。	55	1	0	[1.0, 5.278202801586342e-15]
地方	这里气候温和,水草丰美,是野生动物繁殖和生长最理想的地方。	26	访问挪威期间,见过许多驰名的建筑,但我们认为,最有挪威民族特色、最能体现挪威人崇尚大自然性情的建筑,莫过于这汪洋中的小木屋,这遍布挪威许多地方的小木屋。	69	1	1	[0.12135754525661469, 0.8786424994468689]
起来	就这样,朋友问起来,还不好意思明着说自己下岗了。	7	像制定债务比例和坏账、呆账比例,这做起来并不难,因为国际上有一整套现成的规定,只要根据实际情况“套用”就可以了。	18	1	1	[1.2643404552481474e-11, 1.0]
运动	国家体委篮球运动管理中心主任、中国篮球协会常务副主席信兰成当选第一副主席。	6	每当夜幕降临,市中心的人民广场热闹非凡,数千人来到这里,或徐徐散步,或运动健身,或轻歌曼舞。	35	1	0	[0.955918550491333, 0.04408138245344162]
走	但分析家认为,现在论断股市已走出谷底还为时尚早。	14	赵士汉得知冯安义得到奖励1.7万元,以抢险时他在租船,领导来慰问没见他面,停港耽误生产等为由,原欠冯安义的2.62万元租金不给了,并把重庆市东方轮船公司奖给冯安义的4000元全部扣走。	90	1	0	[1.0, 4.714822421370002e-10]
少	新华社华盛顿1月1日电(记者谷利源)美国地质调查局地震信息中心提供的数字表明,1997年全世界发生的里氏7级以上、且具有大规模破坏性的大地震要比1996年少,但伤亡却严重得多。	77	而恰恰值得忧虑的是,在已经没有战火硝烟,处处歌舞升平的今天,一些人已渐渐淡忘了过去血与火的斗争岁月;“生活在蜜罐里”的青少年,更是对百年来我们民族的深重苦难和中国革命战争的艰难历程所知甚少。	60	1	0	[0.9999959468841553, 4.06118397222599e-06]
研究	四、美国科学家绘制出X染色体的高精度图谱并制造出人造染色体,这些发明为基因专家们在X染色体上寻找致病基因和基因疗法的研究创造了便利条件。	58	公路客运呼唤多种经济成分参加,但是如何管而不死,活而有序,值得有关部门认真研究,拿出“尚方宝剑”来。	37	0	1	[2.193283332729834e-09, 1.0]
运动	另一方面观测X—射线双星系统轨道运动的种种效应,又可以准确地确定每个子星的质量,果然在这一类天体中找到了一些质量超过3个太阳质量的致密天体,比如天鹅座的X—1源,就是这样一个黑洞的候选天体。	16	在采访中,福特公司负责汽车运动的朋友多次问我们:中国要到什么时候才搞大型赛车活动?	13	0	0	[1.0, 4.309302359395417e-10]
研究	公路客运呼唤多种经济成分参加,但是如何管而不死,活而有序,值得有关部门认真研究,拿出“尚方宝剑”来。	37	国外最近的一项研究表明,与同行业兼并相比,对其他行业、特别是无关联行业的企业进行兼并,成功率很低。	7	0	0	[1.0, 9.241406802387692e-22]
走	原来,家住定州西关南街的6岁男孩王宁和来他家走亲戚的12岁表哥王松滑冰时不幸落入冰窟之中。	22	这个当年圆科学家梦的小青年,永远不会停顿对光荣与梦想的追求,一路吟唱着走得很匆忙,也很潇洒,还将继续闪烁在化工星座上,一次次灼亮人们的眼眸。	35	0	1	[8.419970276563049e-10, 1.0]
坐	若坐南朝北,有遮阳板,顶层加挡热层,则容量可减少20%—30%。	1	当我凑够钱交给司机时,司机从车窗里撂出一句话:“难怪抠抠搜搜的,没有钱今后不要坐车!	39	0	1	[2.1334725738773435e-16, 1.0]
运动	他们跑来和我谈计算几何方面的问题,如把图像运动表示出来等。	21	”解放战争时期,为了加强军队的政治工作,巩固和发展新式整军运动的成果,他指出:“需要将这一民主精神的新运动,转为部队中集中领导下的经常的民主生活。	29	0	1	[0.001522250473499298, 0.9984777569770813]
把握	紧缩性的宏观调控政策固然发挥了抑制通货膨胀、消除巨额财政赤字、走向预算平衡等积极作用,但如果在度的把握上不妥,就有可能走向反面。	49	正确把握两者关系,是搞好反腐败斗争的一个关键性问题,也是一项马克思主义的领导艺术。	2	1	1	[0.41705769300460815, 0.5829423069953918]
走	这件事给冯安义在经济上、精神上造成了巨大的损失和创伤,冯安义说:“赵士汉将东方轮船公司奖的4000元要走是小事,但这场租金的纠纷怎样解决为好?	51	走出法院深入调查研究。	0	1	0	[1.0, 7.130443787483888e-17]
日子	好像未来的每个日子,白天必得波光诡谲风云迭起,夜晚灯下一一秉笔直书,才能无愧地将如此雅致的空白填满。	7	他下令将他庞大的军力进行备案,于是上千人花了上千个日子将一兵一卒,一车一马,一矛一戈,甚至士兵腰间的一个佩环都登记入册,每个士兵的胡子、眼睛、着装、军衔、年龄;每匹战马的形态、颜色包括一条尾巴都细致入微地描绘出来,凡军队所需的一切无一遗漏地注册收入一部“巨著”。	25	1	0	[1.0, 5.687871614673545e-12]
研究	市治安支队与东区公安分局、东区分局治安大队一起研究了整治方案和措施。	23	外经贸部党组召开专门会议研究提高公文质量,印发了《外经贸部公文办理流程图》,针对急件急办中存在的薄弱环节,从明确概念、划定界限、落实职责、完善做法等方面着手改进,去年上报的210个特急件受到了国务院有关部门的充分肯定。	12	1	0	[0.6687597632408142, 0.3312402367591858]
分子	事件发生一小时后,谢瓦尔德纳泽马上发表声明,称这次事件并非本地破坏分子所为,而是国际恐怖势力精心策划的。	33	当时,民族分裂主义势力抬头,南疆个别地方先后发生极少数民族分裂主义分子利用宗教煽动群众闹事的事件。	33	1	0	[0.9999803304672241, 1.971240453713108e-05]
日子	还有三天,就是我国传统的辞旧迎新的日子了。	17	他下令将他庞大的军力进行备案,于是上千人花了上千个日子将一兵一卒,一车一马,一矛一戈,甚至士兵腰间的一个佩环都登记入册,每个士兵的胡子、眼睛、着装、军衔、年龄;每匹战马的形态、颜色包括一条尾巴都细致入微地描绘出来,凡军队所需的一切无一遗漏地注册收入一部“巨著”。	25	1	0	[0.9991329312324524, 0.0008670882089063525]
分子	获奖的科学家是:数学家杨乐、有机化学家黄维垣、分子遗传学家沈善炯、植物生理学家娄成后、血液病学专家陆道培、摄影测量与遥感学家王之卓、电子学家李志坚和工程力学家钱令希。	23	获得1997年诺贝尔物理学奖的朱棣文、哈佛大学数学系教授丘成桐分别就“与生物学相结合的原子和分子物理学”、“数学的内容、方法和意义”作了专题演讲。	46	1	1	[1.4836768258419397e-08, 1.0]
少	情同爷孙的一老一少相依为命而又充满悲欢离合的人生故事,揭示了民国初年那个人祸连年、天灾不断的时代背景下,人对命运的无奈和社会对人的本性———真诚与善良的扭曲和戕害。	8	少讲套话	0	0	1	[0.06499187648296356, 0.93500816822052]
路	1996年11月,办案人员兵分三路,到广东揭阳、普宁、广州和海南调查,掌握了褚时健利用职权和职务便利为广东普宁、揭阳烟草公司批烟,女儿褚映群索要和接受3600多万元人民币、100万元港币、30万美元的事实;同时还掌握褚时健贪污、挪用巨额公款和收受贿赂等重大犯罪嫌疑。	16	上午10时,北岸党工委等部门的领导在郑海雄的带领下,分几路到各乡镇农家向农民拜年。	28	1	0	[1.0, 4.066419943826727e-12]
运动	这种开放意识同封闭、僵化相对立,本身就具有解放思想的意义,而它的落脚点则在于掌握不断变化的客观世界大系统的运动规律,这当然又是实事求是的本质要求。	53	健力宝开创了我国运动饮料从无到有、并与国际名牌一争高低的局面,健力宝人创造了一个奇迹。	8	0	0	[1.0, 0.0]
钱	本报比勒陀利亚12月30日电中国国务院副总理兼外交部长钱其琛和南非外交部长恩佐30日在这里举行记者招待会,分别阐述了两国关于中南关系正常化和台湾问题的立场。	27	把国家的钱,看作战争年代手中的“枪”,看作自己身体中的血液,看作自己心爱的子女,科学精心地培养它,爱护它,用活它,确保其保值增值,快速成长。	4	0	1	[2.3430552636982682e-11, 1.0]
包	麦收前的田间调查很辛苦,包文翊总是第一个进试验地,最后一个离开。	12	(包金华)	1	1	1	[1.7279008127362873e-19, 1.0]
分子	值得注意的是,虽然“劳斯莱斯狂热分子俱乐部”也喊了两声“这是对民族遗产的背叛”,但英国公众对“国宝”流失并没有表现出痛心疾首的情绪。	16	前者致力于研制超高性能器件或部件,如量子器件、超导芯片、光互联和光存储部件、生物分子部件等,主要在硬件方面下功夫。	40	0	1	[0.001396383042447269, 0.9986036419868469]
起来	贫困地区越来越集中到生产生活条件恶劣的大石山区、荒漠区、偏远地区;贫困人口越来越与人口素质低下、基础设施落后、市场发育迟缓的状况相联系;贫困状态是与大部分已经富裕起来的农民相比较形成新的贫困。	81	”社会主义从制度上保证全体人民根本利益的一致,使他们的劳动积极性和才能得以充分发挥,发展了生产力;而在生产力发展的基础上,人民群众日益增长的物质文化需要不断得到满足,生活逐步富裕起来,使人民群众的生产积极性得以长期保持下去,推动社会主义社会的生产力比资本主义发展得更快一些、更高一些。	89	1	1	[7.809157764882002e-09, 1.0]
走	青少年时的伍修权,在我党早期著名领导人陈潭秋、董必武引导下,走上了革命道路。	30	不久前访问日本时,我一再强调,日本走什么道路不仅是日本一国的事情,它也是关乎中日关系的大事,是关乎地区和世界稳定的大事。	17	1	0	[0.9954268932342529, 0.004573089070618153]
路	通讯地址为:北京市海淀区羊坊店西路5号,邮政编码:100038。	16	领导想安排另一名同志去当站长,面对水、电、路“三不通”的加油站,宁洪虎自告奋勇:“我退伍后还没给公司作多少贡献。	21	0	1	[8.085286082413091e-15, 1.0]
分子	但愿服务行业在为人民服务时,不仅仅是承诺过就算了,而是能认识到消费者并不是自己的对立面,每一个人都是社会的一分子,社会主义的精神文明还需要大家共同来创造。	54	多年来,埃及一直指责苏丹向反政府的埃及穆斯林武装分子提供庇护,并卷入1995年在埃塞俄比亚首都刺杀埃总统穆巴拉克的未遂事件。	24	1	1	[2.4324291469923764e-09, 1.0]
日子	他下令将他庞大的军力进行备案,于是上千人花了上千个日子将一兵一卒,一车一马,一矛一戈,甚至士兵腰间的一个佩环都登记入册,每个士兵的胡子、眼睛、着装、军衔、年龄;每匹战马的形态、颜色包括一条尾巴都细致入微地描绘出来,凡军队所需的一切无一遗漏地注册收入一部“巨著”。	25	自从厂里建了换阅点,每天的日子不复是紧张的工作与枯燥的闲暇的轮回。	13	0	1	[3.770698420169083e-09, 1.0]
老	海军、空军、二炮、国防科工委等部队广大官兵通过教育,发扬老一代当年提出的“爱舰爱岛爱海洋”、“爱祖国爱事业爱蓝天”和“扎根山沟,建功立业”的精神,在艰苦环境中建功立业成为青年官兵的自觉行动。	28	进一步巩固和加强中老友好合作关系,符合两国人民的共同愿望和根本利益,也有利于地区的稳定与发展。	9	0	1	[1.486523361002301e-12, 1.0]
没有	没有她,就没有我南极的1158个日日夜夜……”	0	去年夏天,我参加一家杂志社组织的云南少数民族地区风情采风活动,在饱览了大理的苍山、洱海秀丽风光后,萌发了要写一篇游记的念头,但因对当地的一些历史传说了解甚少,在宾馆苦思两天都没有下笔。	87	0	1	[1.957829631749064e-08, 1.0]
起来	解放思想说起来容易,真正做起来并不容易,需要树立彻底的辩证唯物主义的科学态度,树立为追求真理而无所畏惧的精神。	5	他指出,在抓好当前建设的同时,要从社会发展战略的高度出发,认真地思考、研究如何尽快跟上世界高技术产业,尤其是信息产业发展的步伐,而且要切实着手做起来,积极为进入信息社会做准备,打基础。	72	1	1	[2.777967761279004e-25, 1.0]
分子	解放军军事医学科学院放射医学研究所科技人员运用分子进化规律,成功推测并发现了中国汉族人—干扰素的独特亚型。	23	70年代末打击严厉,拘捕和重判了一批搞恐怖活动的独立主义分子,岛上局势趋于稳定。	28	0	1	[1.2320338100835215e-05, 0.9999877214431763]
运动	同时大会还将筹划中国妇女运动跨世纪的蓝图。	12	世界上的事物,总是在内部矛盾的不断运动中向前发展的。	17	0	0	[0.9837731122970581, 0.01622684672474861]
把握	这部分条目的设置,不仅能使人清晰地把握地方出版事业是有中国特色社会主义出版事业总体格局的组成部分,还可以帮助人们清醒地反思出版事业的发展如何实现两个根本转变。	17	在这个方面的研究中,引起学者们重视的一个关键问题是怎样把握好评价的“度”的问题,即对有条件从事办工厂、修铁路、派留学生等活动的封建统治阶级的代表人物应当怎样适当地评价。	27	0	0	[1.0, 1.8333907462999397e-22]
钱	在中国科协做了多年科研管理工作的徐善衍委员说:就是这些钱,有没有用好,还值得研究。	27	但实践使他们懂得,股份制既可以借用别人的钱发财,又可以分散自己资本的风险,何乐而不为?	20	1	0	[1.0, 8.339663161438526e-12]
包	陈长禄包西村脱贫致富以来,村容变了,乡亲们的观念新了。	3	我宣布:“明天起,除了小凯文的伙食他妈妈管,家里早中晚饭菜我全包。	31	1	0	[1.0, 4.5210350331595054e-27]
没有	同样重要的是,对于历史事件的再现没有拘泥于场景的细节,对于历史人物的剖析没有着意于生平,对于历史真实的追寻没有依赖于情节性,而是代之以强烈的象征性与表现性,造成了强烈的视觉冲击。	16	1987年,陈云峰高考落榜后,家里的生活条件已决定他没有走进课堂的机会了。	26	0	1	[0.002018547151237726, 0.9979814291000366]
老	比如县重灾乡的数千名灾民被冰雪围困多日,当他们接到政府送来的食物、衣服和燃料时,许多人激动得泣不成声,一位叫扎西的老牧民说:“政府对我们灾民太好了,是我们的救命菩萨。	57	那么,为什么这么多套房子老是无人来住呢?	12	0	0	[0.9999732971191406, 2.6756879378808662e-05]
钱	全国大多数地方财政都拿不出这笔钱。	15	业余剧团缺的是经费,这些年侯老往里添的钱至少也有六七千元。	19	1	1	[1.0131575439720208e-10, 1.0]
研究	途经城南三华里处的雷神庙时,理琪带领干部在庙内开会,研究下一步的行动方案。	26	新华社天津12月30日电(记者张淑英)一生中爱虎、画虎、研究虎整整60年的著名画家慕凌飞,因病医治无效,于12月19日在天津溘然长逝,享年85岁。	28	0	0	[0.9999972581863403, 2.702653091546381e-06]
路	净菜社每天采购后、剥完、包装好,从康定东路出发送至延安西路客户家中。	20	农村扶贫课题组在陕西商洛地区试行小额信贷扶贫,为我国农村扶贫工作摸索出一条新路,受到中央领导同志和中央扶贫领导小组的肯定。	38	0	1	[0.013557256199419498, 0.9864426851272583]
把握	就个人而言,学习和掌握科学理论,提高思想道德水准,严格遵纪守法,严于自警自律,是应把握的基本环节。	41	往日的轻车不能乘了,熟路不能走了,得另学一门新手艺,另闯一条新路,没把握,不自信是可以理解的。	34	0	0	[0.9999957084655762, 4.279853328625904e-06]
包	但是,目前一些地区和部门在执行税收政策方面还存在不少问题,有的擅自变通国家税收政策,越权减免税;有的随意批准缓税、欠税;有的实行“包税”,有的征收“过头税”。	65	据群众反映,庙会开始的前一天,干部就开始在包定的饭馆吃喝,一直吃到5天庙会结束,每天少则几桌,多则几十桌。	21	1	1	[0.30614519119262695, 0.693854808807373]
突出	资产负债比例管理办法的核心就是要突出效益的导向作用,引导建设银行按“三性”原则配置资金。	16	据新华社北京1月9日电解放军总参谋部、总政治部日前发出通报,对带兵爱兵表现突出、成绩显著的102名优秀基层干部和155名优秀班长予以表彰,并为他们颁发荣誉证书。	37	0	1	[2.394070848302839e-19, 1.0]
路	4月8日,上海高校发生了两件旨在拆除“围墙”、共创大业的喜事:一是由复旦、交大、同济、华东师大等39所学校参股以及上海市教育发展有限公司、上海市职业技术教育应用技术服务中心联合组建的“上海高校后勤服务股份有限公司”挂牌,这是全国第一家由高校联办的“后勤共同体”;二是上海交通大学与徐汇区人民政府签署合作备忘录,共同建设电子信息产品中心、商贸中心和软件基地,并将广元西路建成可与北京中关村相媲美的电子一条街,争取在2000年前达到年销售10亿元。	183	由沪嘉联合投资的嘉兴中环南路首期工程通车。	13	1	1	[0.00021594364079646766, 0.9997840523719788]
日子	没想到到这个月发工资那日,厂长却说钱没提到,要等些日子。	25	大约是从1997年开始,不仅北京、张家口的居民不再受限电之苦,全国绝大多数地方的居民,也都有这样的感觉:点蜡的日子越来越少了。	55	1	0	[0.9527710676193237, 0.047228917479515076]
包	去年我新签外包工程和劳务合作113亿美元	6	各地在“放小”过程中创造了一些好的经验,如南京市以南京工贸集团为龙头实现“以一带九”,对九个小企业实行“包、租、卖”,并利用工贸集团的市场和资金优势,带动改制后企业共同发展,取得显著的成效。	52	0	1	[8.588121122681548e-21, 1.0]
地方	“民族自治地方的自治机关必须维护国家的统一,保证宪法和法律在本地方的遵守和执行”;“民族自治地方的自治机关要把国家的整体利益放在首位,积极完成上级国家机关交给的各项任务。	5	俄方最重视的是关于铺设俄土之间长达1213公里天然气管道的协定,其中396公里将穿越黑海海底,有些地方深达2150米。	49	0	1	[1.1640209629515397e-11, 1.0]
少	本报北京1月4日讯记者周泓洋报道:针对林业产业布局不合理,高附加值产品少,初级产品生产能力利用不足,产销衔接水平偏低的实际,1997年林业部加大了结构调整力度,取得了显著成效。	35	但少说套话,是应该可以做到的。	1	0	1	[3.8062736962274357e-07, 0.9999996423721313]
走	但分析家认为,现在论断股市已走出谷底还为时尚早。	14	不久前访问日本时,我一再强调,日本走什么道路不仅是日本一国的事情,它也是关乎中日关系的大事,是关乎地区和世界稳定的大事。	17	0	0	[1.0, 6.302057264711766e-14]
